Learning Area,Element,Sub-element,Progression level,Subheading,Indicator ID,Indicator order,Indicator text (verbatim),Indicator text (no examples),Example / elaboration,Relevant – Foundation,Relevant – Year 1,Relevant – Year 2,Relevant – Year 3,Relevant – Year 4,Relevant – Year 5,Relevant – Year 6,Relevant – Year 7,Relevant – Year 8,Relevant – Year 9,Relevant – Year 10
Numeracy,Number sense and algebra,Counting processes,6,Perceptual counting,NUM-NSA-CP2-L6-I04,4,"counts items in groups of twos, fives and tens (e.g. counts a quantity of 10-cent pieces as 10, 20, 30 … to give the total value of the coins; counts the number of students by twos when lined up in pairs)","counts items in groups of twos, fives and tens ","e.g. counts a quantity of 10-cent pieces as 10, 20, 30 … to give the total value of the coins; counts the number of students by twos when lined up in pairs)",,Yes,Yes,Yes,,,,,,,
Numeracy,Number sense and algebra,Counting processes,7,Counting sequences,NUM-NSA-CP2-L7-I01,1,"counts in sequence forwards and backwards by tens or fives off the decade to 100 and by hundreds up to 1000 and beyond, using knowledge of place value (e.g. 2, 12, 22 … or 8, 13, 18, 23; 100, 200…1000)","counts in sequence forwards and backwards by tens or fives off the decade to 100 and by hundreds up to 1000 and beyond, using knowledge of place value ","e.g. 2, 12, 22 … or 8, 13, 18, 23; 100, 200…1000)",,,Yes,Yes,Yes,,,,,,
Numeracy,Number sense and algebra,Counting processes,7,Perceptual counting,NUM-NSA-CP2-L7-I02,2,"counts large quantities in groups or multiples (e.g. groups items into piles of 10, then counts the piles, adding on the residual to quantify the whole collection)",counts large quantities in groups or multiples ,"e.g. groups items into piles of 10, then counts the piles, adding on the residual to quantify the whole collection)",,,Yes,Yes,Yes,,,,,,
Numeracy,Number sense and algebra,Counting processes,7,Perceptual counting,NUM-NSA-CP2-L7-I03,3,estimates the number of items to count to assist with determining group sizes (e.g. decides that counting in twos would not be the most efficient counting strategy based on a quick estimate of the quantity and decides instead to use groups of 10),estimates the number of items to count to assist with determining group sizes ,e.g. decides that counting in twos would not be the most efficient counting strategy based on a quick estimate of the quantity and decides instead to use groups of 10),,,Yes,Yes,Yes,,,,,,
Numeracy,Number sense and algebra,Counting processes,8,Counting sequences,NUM-NSA-CP2-L8-I01,1,counts forwards and backwards from any number,counts forwards and backwards from any number,,,,,,Yes,Yes,Yes,,,,
Numeracy,Number sense and algebra,Counting processes,8,Counting sequences,NUM-NSA-CP2-L8-I02,2,"applies counting processes flexibly to count in rational numbers (e.g. counts in thirds such as 1/3 , 2/3, 1, 11/3, 12/3 , 2 …; starting from 4 counts backwards by 0.3 (e.g. 4, 3.7, 3.4, 3.1 …)",applies counting processes flexibly to count in rational numbers ,"e.g. counts in thirds such as 1/3 , 2/3, 1, 11/3, 12/3 , 2 …; starting from 4 counts backwards by 0.3 ","e.g. 4, 3.7, 3.4, 3.1 …)",,,,Yes,Yes,Yes,,,,
Numeracy,Number sense and algebra,Counting processes,8,Counting sequences,NUM-NSA-CP2-L8-I03,3,"counts backwards from zero understanding that the count can be extended in the negative direction (e.g. 0, −1, −2, −3, −4)",counts backwards from zero understanding that the count can be extended in the negative direction ,"e.g. 0, −1, −2, −3, −4)",,,,,Yes,Yes,Yes,,,,
Numeracy,Number sense and algebra,Counting processes,8,Abstract counting,NUM-NSA-CP2-L8-I04,4,applies counting processes to quantify any type of conceivable collection (e.g. systematically counts the number of possible outcomes of an event; applies a frequency count ; estimates and compares the difference between a word or character count in a text),applies counting processes to quantify any type of conceivable collection ,e.g. systematically counts the number of possible outcomes of an event; applies a frequency count ; estimates and compares the difference between a word or character count in a text),,,,,Yes,Yes,Yes,,,,
Numeracy,Number sense and algebra,Additive strategies,1,Emergent strategies,NUM-NSA-AS2-L1-I01,1,describes the effects of “adding to” and “taking away from” a collection of objects,describes the effects of “adding to” and “taking away from” a collection of objects,,Yes,,,,,,,,,,
Numeracy,Number sense and algebra,Additive strategies,1,Emergent strategies,NUM-NSA-AS2-L1-I02,2,combines 2 groups of objects and attempts to determine the total,combines 2 groups of objects and attempts to determine the total,,Yes,,,,,,,,,,
Numeracy,Number sense and algebra,Additive strategies,2,Perceptual strategies,NUM-NSA-AS2-L2-I01,1,"represents additive situations involving a small number of items with objects, drawings and diagrams","represents additive situations involving a small number of items with objects, drawings and diagrams",,Yes,,,,,,,,,,
Numeracy,Number sense and algebra,Additive strategies,2,Perceptual strategies,NUM-NSA-AS2-L2-I02,2,"counts or subitises all items to determine the result when 2 collections are combined or when a quantity is taken away from a collection (e.g. when told “I have 3 red bottle tops in this pile and 2 blue bottle tops in this pile; how many do I have altogether?” student counts each bottle top “one, 2, 3” then “4, 5”, responding “5”)",counts or subitises all items to determine the result when 2 collections are combined or when a quantity is taken away from a collection ,"e.g. when told “I have 3 red bottle tops in this pile and 2 blue bottle tops in this pile; how many do I have altogether?” student counts each bottle top “one, 2, 3” then “4, 5”, responding “5”)",Yes,,,,,,,,,,
Numeracy,Number sense and algebra,Additive strategies,2,Perceptual strategies,NUM-NSA-AS2-L2-I03,3,"changes a quantity by adding to or taking from an initial quantity, using physical or virtual materials or fingers","changes a quantity by adding to or taking from an initial quantity, using physical or virtual materials or fingers",,Yes,,,,,,,,,,
Numeracy,Number sense and algebra,Additive strategies,2,Perceptual strategies,NUM-NSA-AS2-L2-I04,4,"combines 2 or more objects to form collections up to 10 and partitions collections of up to 10 items, to identify smaller quantities within the collection","combines 2 or more objects to form collections up to 10 and partitions collections of up to 10 items, to identify smaller quantities within the collection",,Yes,,,,,,,,,,
Numeracy,Number sense and algebra,Additive strategies,3,Figurative,NUM-NSA-AS2-L3-I01,1,"solves additive tasks involving 2 concealed collections of items by visualising the numbers, then counts from one to determine the total (e.g. constructs a mental image of 5 and of 3 but when asked to combine to give a total, counts from one and may use head gestures to keep track of the count)","solves additive tasks involving 2 concealed collections of items by visualising the numbers, then counts from one to determine the total ","e.g. constructs a mental image of 5 and of 3 but when asked to combine to give a total, counts from one and may use head gestures to keep track of the count)",,Yes,,,,,,,,,
Numeracy,Number sense and algebra,Additive strategies,4,Counting on (by ones),NUM-NSA-AS2-L4-I01,1,"represents and uses a range of counting strategies to solve addition problems such as counting-up-to and counting-up-from (e.g. to solve “I have 7 apples. I want 10. How many more do I need?” counts the number of apples needed to increase the quantity from 7 to 10; uses a counting on strategy to calculate 6 + 3, says “6, 7, 8, 9 it's 9”; to solve 6 + ? = 9, says “6 ... 7, 8, 9 it's 3”)",represents and uses a range of counting strategies to solve addition problems such as counting-up-to and counting-up-from ,"e.g. to solve “I have 7 apples. I want 10. How many more do I need?” counts the number of apples needed to increase the quantity from 7 to 10; uses a counting on strategy to calculate 6 + 3, says “6, 7, 8, 9 it's 9”; to solve 6 + ? = 9, says “6 ... 7, 8, 9 it's 3”)",,Yes,,,,,,,,,
Numeracy,Number sense and algebra,Additive strategies,4,Counting on (by ones),NUM-NSA-AS2-L4-I02,2,"uses the additive property of zero, that a number will not change in value when zero is added to or taken away from it (e.g. when asked what is 5 + 0 the student responds “5’”","uses the additive property of zero, that a number will not change in value when zero is added to or taken away from it ",e.g. when asked what is 5 + 0 the student responds “5’”,,Yes,,,,,,,,,
Numeracy,Number sense and algebra,Additive strategies,5,Counting back (by ones),NUM-NSA-AS2-L5-I01,1,"represents and uses a range of counting strategies to solve subtraction problems such as counting-down-from, counting up from, counting-down-to (e.g. to solve “Mia had 10 cupcakes. She gave 3 cupcakes away. How many cupcakes does Mia have left?” counts back from 10, “9, 8, 7, Mia has 7 left”; to solve 12 take away something equals 8, responds “12 take away one is 11, then 10, 9, 8 ... It's 4”)","represents and uses a range of counting strategies to solve subtraction problems such as counting-down-from, counting up from, counting-down-to ","e.g. to solve “Mia had 10 cupcakes. She gave 3 cupcakes away. How many cupcakes does Mia have left?” counts back from 10, “9, 8, 7, Mia has 7 left”; to solve 12 take away something equals 8, responds “12 take away one is 11, then 10, 9, 8 ... It's 4”)",,Yes,,,,,,,,,
Numeracy,Number sense and algebra,Additive strategies,6,Flexible strategies with combinations to 10,NUM-NSA-AS2-L6-I01,1,describes subtraction as the difference between numbers rather than taking away using diagrams and a range of representations (e.g. using a number line to represent 8 − 3 as the difference between 8 and 3),describes subtraction as the difference between numbers rather than taking away using diagrams and a range of representations ,e.g. using a number line to represent 8 − 3 as the difference between 8 and 3),,Yes,,,,,,,,,
